x,y,z
-1236.4,-242.585,-8.47124
-1236.94,-250.085,-8.73316
-1235.51,-257.074,-8.97721
-1237.84,-265.365,-9.26676
-1238.25,-272.907,-9.53014
-1238.55,-280.701,-9.80228
-1238.86,-288.269,-10.0666
-1239.04,-296.207,-10.3438
-1239.29,-303.683,-10.6048
-1239.46,-311.29,-10.8705
-1241.43,-319.764,-11.1664
-1241.54,-327.286,-11.4291
-1241.47,-335.296,-11.7088
-1241.44,-342.96,-11.9764
-1241.31,-350.873,-12.2527
-1243.11,-359.113,-12.5405
-1243.25,-365.748,-12.7722
-1244.96,-374.04,-13.0618
-1244.62,-382.016,-13.3403
-1244.31,-389.763,-13.6108
-1243.84,-397.876,-13.8941
-1243.43,-405.64,-14.1653
-1244.91,-413.925,-14.4546
-1244.28,-422.074,-14.7392
-1243.72,-429.874,-15.0115
-1244.91,-438.584,-15.3157
-1246.13,-447.084,-15.6125
-1245.33,-455.165,-15.8947
-1248.31,-464.409,-16.2175
-1247.49,-472.286,-16.4926
-1246.48,-480.527,-16.7804
-1247.46,-489.026,-17.0771
-1246.34,-497.288,-17.3657
-1249.02,-506.7,-17.6944
-1249.68,-515.636,-18.0064
-1248.54,-523.585,-18.284
-1249.18,-532.322,-18.5891
-1249.66,-541.324,-18.9034
-1252.49,-549.835,-19.2007
-1251.13,-557.841,-19.4802
-1251.38,-567.034,-19.8013
-1253.6,-576.606,-20.1355
-1253.89,-585.495,-20.4459
-1252.13,-593.911,-20.7398
-1252.36,-602.714,-21.0472
-1254.08,-612.897,-21.4028
-1254.11,-621.873,-21.7163
-1253.97,-631.11,-22.0388
-1255.66,-641.036,-22.3855
-1255.5,-650.083,-22.7014
-1255.15,-659.39,-23.0264
-1256.63,-669.416,-23.3765
-1257.84,-679.841,-23.7406
-1257.48,-688.862,-24.0556
-1258.53,-699.354,-24.422
-1257.97,-708.541,-24.7428
-1259.7,-717.649,-25.0609
-1259.02,-726.879,-25.3832
-1259.85,-737.375,-25.7497
-1260.74,-747.666,-26.1091
-1263.27,-759.021,-26.5056
-1262.15,-768.592,-26.8398
-1262.81,-778.985,-27.2028
-1263.4,-789.411,-27.5668
-1263.75,-800.111,-27.9405
-1264.17,-810.601,-28.3068
-1265.96,-822.575,-28.725
-1266.29,-833.016,-29.0895
-1264.8,-842.499,-29.4207
-1264.66,-853.474,-29.804
-1264.76,-863.993,-30.1713
-1267.02,-874.829,-30.5497
-1268.61,-886.559,-30.9593
-1271.38,-899.977,-31.4279
-1272.68,-911.93,-31.8453
-1270.74,-921.457,-32.178
-1271.59,-933.845,-32.6106
-1272.62,-945.912,-33.032
-1273.64,-957.898,-33.4505
-1274.19,-970.415,-33.8876
-1274.91,-982.606,-34.3134
-1275.35,-995.083,-34.7491
-1274.31,-1006.12,-35.1343
-1276.31,-1019.66,-35.6075
-1279.09,-1032.17,-36.0441
-1280.57,-1046.2,-36.5339
-1279.25,-1057.24,-36.9196
-1277.75,-1068.42,-37.3102
-1278.9,-1082.58,-37.8044
-1280.34,-1096.29,-38.2833
-1281.57,-1110.18,-38.7683
-1280.85,-1123.17,-39.2219
-1284.94,-1139.68,-39.7984
-1285.47,-1154.09,-40.3018
-1283.24,-1165.5,-40.7
-1282.52,-1178.14,-41.1416
-1289.82,-1196.76,-41.7917
-1290.31,-1210.87,-42.2845
-1288.77,-1224.15,-42.7481
-1288.91,-1238.46,-43.248
-1291.56,-1255.85,-43.8553
-1292.86,-1271.67,-44.4077
-1294.02,-1287.54,-44.9619
-1291.98,-1300.88,-45.4278
-1292.87,-1316.85,-45.9853
-1295.02,-1334.3,-46.5948
-1296.75,-1352.07,-47.2154
-1299.95,-1371.11,-47.8802
-1300.07,-1384.73,-48.356
-1300.23,-1400.98,-48.9233
-1302.55,-1420.59,-49.6081
-1303.89,-1438.3,-50.2266
-1303.18,-1455.08,-50.8125
-1304.06,-1473.03,-51.4393
-1307.55,-1493.92,-52.1687
-1308.96,-1513.88,-52.8659
-1306.72,-1528.98,-53.3931
-1307.08,-1547.03,-54.0236
-1309.23,-1568.71,-54.7805
-1309.18,-1584.33,-55.3262
-1310.16,-1604.22,-56.0207
-1313.46,-1627.29,-56.8261
-1313.73,-1647.56,-57.5342
-1314.12,-1667.65,-58.2357
-1314.33,-1687.8,-58.9392
-1316.46,-1711.42,-59.7642
-1318.68,-1734.88,-60.5833
-1320.18,-1758.8,-61.4185
-1319.73,-1779.08,-62.1267
-1322.67,-1801.75,-62.9183
-1324.19,-1825.38,-63.7436
-1327.64,-1852.46,-64.6893
-1327.96,-1876.76,-65.5378
-1328.77,-1900.62,-66.3711
-1328.62,-1925.06,-67.2246
-1333.28,-1955.79,-68.2978
-1333.36,-1979.88,-69.1389
-1332.43,-2004.54,-70.0001
-1334.04,-2032.22,-70.9668
-1339.32,-2062.19,-72.0132
-1344.7,-2096.78,-73.2212
-1345.03,-2125,-74.2067
-1345.49,-2153.04,-75.1859
-1347.78,-2184.56,-76.2865
-1349.31,-2216.44,-77.3996
-1348.89,-2244.72,-78.3873
-1349.57,-2276.9,-79.5109
-1352.81,-2312.09,-80.7401
-1355.47,-2347.53,-81.9777
-1361.81,-2385.38,-83.2992
-1363.76,-2421.04,-84.5444
-1360.75,-2450.2,-85.5627
-1366.07,-2492.91,-87.0544
-1371.88,-2539.81,-88.692
-1372.28,-2575.88,-89.9517
-1372.56,-2611.91,-91.2099
-1378.81,-2662.75,-92.9853
-1378,-2699.12,-94.2554
-1361.92,-2707.26,-94.5396
-1346.32,-2715.04,-94.8114
-1329.88,-2723.12,-95.0935
-1314.45,-2730.6,-95.3545
-1298.71,-2738.11,-95.6168
-1273.68,-2727.78,-95.2563
-1258.22,-2734.94,-95.5062
-1249.91,-2760.7,-96.4056
-1218.32,-2774.77,-96.897
-1201.53,-2782.07,-97.1521
-1174.55,-2763.18,-96.4923
-1144.21,-2736.91,-95.575
-1123.88,-2732.35,-95.4157
-1105.84,-2735.38,-95.5215
-1078.52,-2711.87,-94.7004
-1052.71,-2691.96,-94.0052
-1045.02,-2720.66,-95.0074
-1029.6,-2726.52,-95.2122
-1004.77,-2710.19,-94.6421
-989.152,-2715.92,-94.8422
-972.417,-2717.71,-94.9045
-955.974,-2723.53,-95.1077
-936.374,-2717.64,-94.9021
-912.515,-2700.43,-94.3011
-903.247,-2724.61,-95.1453
-885.077,-2722.15,-95.0596
-868.87,-2727.36,-95.2415
-854.349,-2736.13,-95.5476
-830.787,-2718.29,-94.9249
-813.094,-2715.29,-94.8199
-794.422,-2712.47,-94.7216
-778.796,-2716.99,-94.8795
-763.406,-2721.35,-95.0318
-746.945,-2725.91,-95.1909
-731.242,-2730.16,-95.3393
-713.979,-2730.59,-95.3543
-695.283,-2723.03,-95.0902
-676.699,-2715.34,-94.8219
-664.311,-2734.85,-95.5032
-648.558,-2738.63,-95.635
-628.404,-2726.91,-95.2258
-612.084,-2726.52,-95.2121
-594.743,-2726.26,-95.203
-578.211,-2725.72,-95.1843
-562.774,-2728.95,-95.2969
-546.271,-2732.29,-95.4138
-529.013,-2727.54,-95.2478
-512.043,-2726.71,-95.2186
-497.055,-2733.54,-95.4572
-480.62,-2732.41,-95.4179
-463.691,-2731.28,-95.3783
-447.316,-2729.95,-95.3321
-430.186,-2728.65,-95.2867
-414.135,-2727.09,-95.2321
-397.645,-2729.54,-95.3177
-382.482,-2735.74,-95.5342
-366.46,-2733.9,-95.4698
-349.931,-2736.06,-95.5453
-334.176,-2738.03,-95.614
-317.886,-2739.96,-95.6816
-301.234,-2733.8,-95.4663
-285.493,-2735.48,-95.5252
-269.218,-2737.13,-95.5827
-253.828,-2742.61,-95.7742
-237.248,-2744.1,-95.826
-221.068,-2737.42,-95.593
-172.991,-2736.87,-95.5737
-112.849,-2083.68,-72.7636
-100.66,-2080.3,-72.6457
-88.5151,-2076.85,-72.5252
-76.1608,-2077.34,-72.5423
-64.0788,-2073.75,-72.4168
-51.4451,-2070.1,-72.2895
-39.7273,-2070.36,-72.2985
-27.7568,-2066.55,-72.1657
-15.2371,-2062.69,-72.0306
-3.55486,-2058.74,-71.8929
8.85319,-2050.73,-71.6131
22.7759,-2046.63,-71.4697
34.4885,-2042.46,-71.3244
46.5449,-2038.23,-71.1764
58.161,-2033.93,-71.0264
69.7301,-2029.57,-70.874
81.7199,-2027.12,-70.7886
93.2027,-2022.62,-70.6315
105.217,-2018.03,-70.4712
116.715,-2015.4,-70.3792
128.572,-2012.67,-70.2841
140.016,-2009.91,-70.1875
151.433,-2007.08,-70.0886
163.205,-2004.15,-69.9864
174.564,-2001.19,-69.8829
185.71,-1996.17,-69.7077
197.383,-1993.04,-69.5985
208.434,-1987.9,-69.4189
219.653,-1984.68,-69.3065
230.99,-1979.37,-69.1211
241.893,-1974.04,-68.935
253.309,-1968.58,-68.7443
264.18,-1965.14,-68.624
274.932,-1959.62,-68.4316
286.481,-1955.95,-68.3033
297.246,-1952.32,-68.1767
307.854,-1946.64,-67.978
317.999,-1855.84,-64.8073
326.405,-1842.2,-64.3311
336.283,-1836.36,-64.1272
346.631,-1830.37,-63.918
356.778,-1826.39,-63.7788
366.715,-1822.38,-63.6389
377.316,-1818.18,-63.4921
387.775,-1815.98,-63.4153
398.57,-1813.64,-63.3338
409.001,-1811.32,-63.2527
418.969,-1806.99,-63.1015
430.173,-1806.42,-63.0814
440.563,-1803.91,-62.994
450.453,-1799.41,-62.8368
461.148,-1796.7,-62.7423
471.99,-1795.96,-62.7161
482.32,-1793.21,-62.6204
493.507,-1792.24,-62.5865
504.357,-1791.3,-62.5536
515.727,-1790.14,-62.5132
526.415,-1789.12,-62.4773
537.279,-1787.98,-62.4375
549.836,-1790.43,-62.5233
560.559,-1789.2,-62.4803
572.065,-1789.76,-62.4997
584.112,-1790.07,-62.5107
595.496,-1790.54,-62.5269
605.701,-1791.33,-62.5548
638.23,-1784.26,-62.3079
648.059,-1742.39,-60.8455
647.083,-1708.6,-59.6656
645.407,-1675.01,-58.4925
644.826,-1645.21,-57.4521
644.885,-1612.95,-56.3253
643.923,-1583.16,-55.2853
643.096,-1555.42,-54.3165
643.52,-1531.43,-53.4786
647.12,-1514.71,-52.8948
651.039,-1495.61,-52.2278
653.17,-1477.21,-51.5855
657.567,-1464.32,-51.1351
662.116,-1451.29,-50.6802
666.258,-1438.39,-50.2298
671.535,-1427.11,-49.8358
677.879,-1419.68,-49.5764
683.424,-1410.37,-49.251
688.405,-1399.04,-48.8555
693.768,-1389.69,-48.5292
699.817,-1382.18,-48.2669
705.415,-1372.6,-47.9322
711.456,-1364.98,-47.666
718.237,-1359.16,-47.4631
727.383,-1356.57,-47.3723
748.036,-1356.72,-47.3778
1030.84,-1736.12,-60.6265
1016.79,-1625.31,-56.7572
1022.16,-1612.49,-56.3094
1027.1,-1599.86,-55.8683
1051.55,-1576.72,-55.0601
1140.52,-1687.95,-58.9445
1142.16,-1669.92,-58.315
1143.79,-1651.83,-57.683
1146.86,-1635.07,-57.0979
1146.84,-1615.52,-56.4152
1144.91,-1592.34,-55.6056
1143.47,-1571.18,-54.8668
1146.56,-1556.53,-54.3553
1148.63,-1540.08,-53.7807
1149.05,-1522.28,-53.1592
1153.22,-1509.07,-52.698
1151.37,-1485.28,-51.8671
1148.65,-1464.59,-51.1446
1150.03,-1448.23,-50.5735
1152.08,-1433.81,-50.0696
1153.02,-1417.63,-49.5048
1145.92,-1392.45,-48.6256
1150.34,-1381.01,-48.2261
1158.27,-1374.38,-47.9943
1157.47,-1356.71,-47.3775
1147.06,-1326.13,-46.3094
1148.1,-1311.99,-45.8156
1162.51,-1312.63,-45.838
1164.71,-1299.97,-45.3958
1164.48,-1284.03,-44.8392
1156.87,-1261.22,-44.0426
1149.5,-1238.09,-43.2351
1159.35,-1234.38,-43.1054
1163.91,-1224.57,-42.763
1155.7,-1202.01,-41.975
1160.04,-1192.25,-41.6344
1161.27,-1179.86,-41.2018
1161.33,-1165.75,-40.7089
1167.91,-1159.17,-40.479
1170.17,-1145.49,-40.0013
1169.78,-1131.57,-39.5151
1169.05,-1117.91,-39.0384
1165.5,-1101.34,-38.4595
1161.59,-1085.06,-37.8912
1174.01,-1083.46,-37.8351
1178.75,-1075.34,-37.5517
1174.42,-1059.29,-36.9911
1162.89,-1036.22,-36.1854
1162.83,-1024.23,-35.7668
1171.92,-1019.93,-35.6166
1165.65,-1002.74,-35.0164
1164.83,-988.319,-34.5129
1166.18,-977.416,-34.1321
1162.46,-963.154,-33.6341
1184.62,-958.19,-33.4607
1163.74,-929.916,-32.4734
1176.92,-929.406,-32.4556
1180.94,-921.055,-32.164
1171.88,-903.378,-31.5467
1192.05,-896.716,-31.314
1186.13,-881.271,-30.7747
1183.12,-868.522,-30.3295
1176.93,-853.262,-29.7966
1176.95,-842.989,-29.4378
1183.65,-837.024,-29.2295
1186.05,-826.666,-28.8678
1182.55,-814.164,-28.4312
1180.76,-802.628,-28.0284
1178.72,-791.368,-27.6352
1186.74,-786.562,-27.4673
1182.88,-774.25,-27.0374
1189.22,-768.181,-26.8255
1193.62,-761.331,-26.5863
1189.66,-748.901,-26.1522
1183.76,-735.716,-25.6918
1167.53,-716.349,-25.0155
1171.77,-709.401,-24.7728
1187.85,-709.833,-24.7879
1181.71,-696.671,-24.3283
1187.43,-690.872,-24.1258
1195.05,-685.682,-23.9445
1185.77,-669.669,-23.3854
1179.12,-657.001,-22.943
1181.25,-649.022,-22.6643
1197.28,-648.89,-22.6597
1195.89,-638.824,-22.3082
1178.25,-620.867,-21.6812
1185.53,-615.587,-21.4968
1196.18,-612.406,-21.3857
1194.44,-602.587,-21.0428
1190.73,-592.149,-20.6783
1188.84,-582.425,-20.3387
1190.37,-574.712,-20.0694
1197.44,-569.233,-19.878
1193.4,-559.062,-19.5229
1198.57,-552.685,-19.3002
1198.09,-544.131,-19.0015
1197.65,-535.372,-18.6956
1197.05,-526.867,-18.3986
1196.55,-518.042,-18.0904
1203.14,-512.838,-17.9087
1193.74,-499.126,-17.4299
1192.98,-490.504,-17.1288
1200.79,-487.269,-17.0158
1196.79,-475.787,-16.6149
1190.19,-465.259,-16.2472
1200.45,-460.933,-16.0961
1203.04,-454.14,-15.8589
1203.89,-446.175,-15.5808
1206.43,-439.246,-15.3388
1205.26,-430.725,-15.0413
157.748,-32.1767,-1.12364
156.036,-30.5371,-1.06638
1194.27,-228.738,-7.9877
155.258,-29.2896,-1.02281
1215.05,-226.448,-7.90776
155.43,-28.3667,-0.990588
154.637,-27.1211,-0.947089
154.795,-26.202,-0.914993
1220.85,-205.208,-7.16602
154.944,-25.3116,-0.883901
155.091,-24.3907,-0.851742
155.236,-23.4541,-0.819034
156.338,-22.8398,-0.797583
157.438,-22.2153,-0.775775
158.538,-21.5654,-0.75308
160.72,-20.3114,-0.709288
1229.3,-41.594,-1.45249
1225.55,-33.1225,-1.15666
1215.73,-25.6306,-0.895042
1211.86,-18.5796,-0.648815
1213.95,-11.2826,-0.393999
1217.99,-4.31821,-0.150795
1210,1.27433,0.0667849
1219.97,8.29314,0.434625
1227.9,15.6366,0.81948
1227.79,22.69,1.18913
1219.63,29.8993,1.56695
1213.45,36.6073,1.91851
1225.19,44.36,2.32481
1232.96,50.6704,2.65552
1218.6,58.3805,3.05959
1220.22,65.8375,3.45039
1215.83,72.4911,3.7991
1221.36,80.2166,4.20397
1230.93,86.8834,4.55337
1220.34,94.477,4.95133
1223.76,101.817,5.33602
1223.12,109.197,5.72276
1224.56,115.355,6.04552
1223.88,122.388,6.41408
1219.04,130.28,6.82767
1228.32,137.342,7.19777
1237.42,145.801,7.64109
1224.65,151.434,7.93632
1219.74,158.303,8.29632
1232.68,167.189,8.762
1227.71,173.942,9.11592
1222.73,180.408,9.45478
1229.54,188.878,9.89865
1234.3,197.237,10.3368
1233.14,204.324,10.7082
1231.9,211.641,11.0916
1236.57,219.764,11.5173
1231.29,226.495,11.8701
1229.98,233.446,12.2344
1228.55,240.861,12.623
1231.06,248.706,13.0341
1235.43,257.233,13.481
1233.93,264.325,13.8527
1238.17,273.055,14.3102
1232.7,279.162,14.6302
1223.2,284.778,14.9246
1231.26,294.123,15.4143
1237.26,303.331,15.8969
1229.58,309.325,16.211
1229.75,316.765,16.6009
1231.68,325.197,17.0429
1235.58,333.832,17.4954
1231.64,340.628,17.8515
1227.73,347.153,18.1935
1237.14,357.886,18.756
1243.04,366.183,19.1909
1242.83,373.894,19.595
1230.7,379.388,19.8829
1226.51,386.086,20.2339
1223.37,408.666,21.4173
1220.88,416.037,21.8036
1220.35,423.7,22.2052
1210.26,428.268,22.4446
1224.56,464.726,24.3552
1213.4,476.919,24.9943
1183.03,498.405,26.1203
1181.88,506.206,26.5291
1180.78,513.784,26.9263
1171.84,543.355,28.4761
1178.38,552.982,28.9806
1169.65,557.387,29.2114
1132.24,565.611,29.6424
1100.32,557.856,29.236
1075.5,562.348,29.4714
1046.16,595.142,31.1901
1030.44,610.224,31.9805
1014.73,609.224,31.9281
996.9,607.782,31.8525
993.383,613.499,32.1521
995.455,621.518,32.5724
996.524,638.496,33.4621
1063.86,688.997,36.1088
1068.03,700.886,36.7319
1068.97,710.329,37.2268
1069.7,720.011,37.7342
1068.84,728.395,38.1736
1070.2,737.007,38.6249
1070.64,746.88,39.1423
1048.02,751.136,39.3654
1060.67,767.766,40.2369
1049.77,779.213,40.8368
1050.06,788.832,41.341
1027.17,782.626,41.0157
1011.41,780.163,40.8866
1008.48,787.19,41.2549
998.995,789.54,41.378
996.068,796.419,41.7385
1218.34,1014.01,53.1422
1203.01,1013.62,53.1213
1188.12,1012.62,53.0689
1180.46,1018.46,53.3751
1183.61,1033.11,54.1429
1178.94,1041.44,54.5795
1163.98,1040.2,54.5147
1148.77,1039.16,54.4601
1131.35,1037.49,54.3725
1118.03,1037.17,54.356
1108.92,1041.06,54.5594
1098.26,1043.6,54.6925
1085.12,1042.86,54.6539
1071.63,1042.42,54.6307
1059.91,1042.95,54.6586
1049.44,1044.99,54.7656
1037.77,1045.33,54.7833
1024.43,1044.43,54.7365
1012.93,1044.47,54.7381
1001.07,1044.78,54.7548
989.802,1047.21,54.8818
979.661,1048.49,54.9493
967.979,1048.42,54.9453
955.188,1046.58,54.849
944.826,1047.87,54.9166
934.584,1048.98,54.9749
923.242,1048.34,54.941
910.326,1046.35,54.8367
900.476,1046.93,54.8671
891.539,1049.29,54.9912
881.625,1049.81,55.0181
869.35,1049.62,55.0082
859.29,1050.12,55.0346
849.457,1050.38,55.048
840.594,1052.36,55.1519
830.905,1052.39,55.1533
823.296,1055.8,55.3324
813.541,1055.77,55.3304
802.402,1054.22,55.2492
787.606,1047.86,54.9159
779.175,1049.16,54.9839
775.28,1056.98,55.3942
766.833,1058.18,55.4571
758.195,1059.47,55.5244
748.619,1058.91,55.4952
736.815,1057.42,55.4169
727.009,1056.9,55.39
718.663,1057.76,55.4347
710.128,1058.69,55.4834
702.914,1061.08,55.609
694.399,1061.89,55.6514
684.713,1061.02,55.6059
676.443,1061.57,55.6345
667.985,1062.18,55.6667
660.801,1064.31,55.7779
651.527,1062.97,55.7081
643.121,1063.4,55.7306
635.96,1065.36,55.8334
627.785,1065.56,55.8435
619.628,1065.69,55.8505
611.286,1065.88,55.8606
602.042,1066.54,55.8947
593.944,1066.48,55.8921
585.867,1066.38,55.8865
577.606,1066.32,55.8836
570.513,1067.86,55.9642
562.49,1067.59,55.9498
553.363,1065.59,55.845
546.305,1066.97,55.9175
539.25,1068.31,55.9876
531.307,1067.81,55.9615
523.183,1067.36,55.9378
515.289,1066.75,55.9058
508.277,1067.89,55.9655
501.911,1070.88,56.1226
494.897,1071.94,56.1777
487.06,1071.12,56.1352
479.044,1070.35,56.0946
472.065,1071.25,56.1421
463.166,1070.77,56.1168
456.99,1073.41,56.2553
448.484,1070.49,56.1023
440.582,1069.44,56.0472
434.414,1071.96,56.1789
427.493,1072.58,56.2115
420.372,1073.24,56.246
413.465,1073.77,56.2739
405.859,1072.39,56.2017
399.469,1074.78,56.3269
392.586,1075.18,56.3479
385.712,1075.54,56.3666
377.977,1074.04,56.2881
371.132,1074.31,56.302
364.937,1076.42,56.4128
357.893,1076.67,56.426
351.066,1076.81,56.4333
344.858,1078.81,56.5381
337.547,1076.93,56.4395
330.441,1077.04,56.4451
323.657,1077,56.4434
317.447,1078.84,56.5399
309.915,1076.87,56.4364
303.166,1076.71,56.428
296.959,1078.43,56.5184
290.015,1078.25,56.5087
282.153,1078.26,56.5094
275.443,1077.93,56.492
269.229,1079.5,56.574
262.799,1081.07,56.6567
256.567,1082.57,56.7349
249.428,1080.13,56.6072
242.764,1079.6,56.5793
236.334,1081.02,56.6538
229.688,1080.4,56.6216
223.46,1081.71,56.6898
216.625,1081.05,56.6557
210.013,1080.32,56.6172
203.787,1081.51,56.6795
197.704,1084.66,56.8449
191.106,1083.82,56.8004
184.189,1080.96,56.6506
177.751,1082.03,56.7069
171.828,1085.01,56.8628
165.575,1085.98,56.9136
158.529,1082.99,56.757
152.011,1081.9,56.7001
145.51,1080.78,56.6412
139.385,1081.58,56.6834
132.841,1082.4,56.7264
126.604,1083.15,56.7655
120.583,1085.84,56.9067
113.909,1084.55,56.8391
107.463,1083.2,56.7683
101.407,1085.79,56.9039
94.9423,1086.37,56.9344
88.6828,1086.9,56.9621
82.4206,1087.39,56.9878
75.9466,1087.86,57.0125
69.6789,1088.28,57.0344
63.4089,1088.66,57.0544
56.9278,1089.02,57.0732
50.6538,1089.33,57.0893
44.3781,1089.6,57.1037
38.2056,1089.84,57.1159
31.6132,1090.05,57.1269
25.3337,1090.21,57.1355
19.1581,1090.34,57.1421
12.563,1090.43,57.1471
6.28159,1090.49,57.1499
-4.78203e-05,1092.5,57.2555
-6.50289,1092.48,57.2545
-12.7958,1092.43,57.2516
-19.0534,1090.34,57.1422
-25.5898,1092.2,57.2399
-31.9391,1094.03,57.3358
-38.3803,1091.83,57.2203
-44.7506,1093.59,57.3124
-51.0493,1093.31,57.298
-57.6611,1094.98,57.3856
-63.9675,1094.63,57.3673
-70.7157,1096.22,57.4505
-76.889,1093.8,57.3238
-83.2347,1095.34,57.4045
-90.0215,1096.81,57.4815
-96.5129,1098.27,57.5577
-102.732,1097.7,57.5282
-109.37,1097.06,57.4947
-115.687,1096.42,57.4608
-122.433,1097.7,57.5278
-128.754,1096.97,57.49
-135.315,1098.2,57.5542
-142.105,1099.36,57.6149
-148.435,1098.52,57.5711
-155.356,1099.59,57.6268
-161.582,1098.69,57.5799
-167.908,1097.74,57.5303
-174.859,1098.68,57.5796
-180.883,1101.76,57.7407
-187.227,1100.7,57.6853
-193.458,1099.63,57.6289
-200.464,1100.4,57.6697
-207.168,1101.2,57.7113
-213.783,1101.97,57.7518
-220.444,1100.66,57.6832
-227.184,1101.33,57.7184
-234.151,1101.92,57.7491
-241.347,1104.46,57.8821
-248.143,1105,57.9107
-255.165,1105.45,57.9344
-261.528,1103.97,57.8567
-268.673,1104.31,57.8746
-275.89,1106.65,57.9973
-282.754,1106.99,58.0147
-289.951,1107.19,58.0256
-296.734,1107.47,58.0399
-303.637,1107.67,58.0506
-310.331,1105.82,57.9535
-317.14,1105.97,57.9614
-324.386,1105.95,57.9605
-331.898,1107.9,58.0624
-338.752,1107.92,58.0634
-346.638,1109.66,58.1551
-353.631,1109.56,58.1495
-360.229,1107.44,58.0385
-367.231,1107.25,58.0284
-373.924,1109.23,58.1321
-380.956,1108.95,58.1176
-388.657,1110.51,58.1996
-396.603,1111.95,58.2749
-404.365,1113.41,58.3513
-411.785,1112.82,58.3206
-418.786,1112.35,58.2957
-425.901,1111.79,58.2665
-433.344,1111.06,58.2283
-441.839,1114.17,58.391
-450.065,1115.19,58.4445
-457.24,1114.43,58.4049
-464.314,1113.67,58.3652
-472.601,1114.53,58.4101
-480.594,1115.47,58.4592
-488.506,1116.4,58.5078
-496.062,1115.25,58.448
-504.122,1116.03,58.4885
-511.243,1117.19,58.5492
-519.354,1117.85,58.5842
-526.851,1116.56,58.5163
-535,1117.12,58.5456
-544.368,1119.26,58.6578
-552.467,1119.75,58.6835
-560.696,1120.13,58.7035
-569.271,1120.29,58.7119
-576.522,1118.83,58.6355
-586.057,1120.64,58.7305
-594.374,1120.79,58.7381
-602.605,1120.93,58.7456
-612.244,1122.54,58.8298
-620.633,1122.5,58.8278
-629.911,1124.21,58.9172
-638.674,1123.86,58.899
-646.16,1124.19,58.9165
-654.636,1123.92,58.9019
-665.161,1127.02,59.0646
-674.935,1128.19,59.1262
-682.458,1126.01,59.0115
-692.394,1126.98,59.0624
-700.878,1126.44,59.0343
-709.485,1125.78,58.9995
-719.508,1126.53,59.0389
-730.217,1129.16,59.1766
-740.319,1129.75,59.2075
-749.024,1128.8,59.1581
-758.748,1129.53,59.1962
-762.194,1119.98,58.6956
-769.766,1117.23,58.5514
-785.503,1128.21,59.1272
-799.222,1133.25,59.3913
-809.111,1133.6,59.4094
-819.138,1133.79,59.4195
-830.7,1135.28,59.4975
-840.685,1135.39,59.5031
-849.934,1133.49,59.4039
-861.281,1134.96,59.4807
-872.564,1136.42,59.557
-884.327,1137.44,59.6108
-894.823,1139.4,59.7133
-906.345,1140.5,59.7709
-915.622,1138.21,59.651
-927.21,1139.13,59.6993
-941.379,1143.04,59.9042
-953.284,1143.57,59.9321
-962.432,1141.13,59.8042
-974.507,1141.39,59.8175
-987.597,1143.33,59.9194
-1000.63,1145.26,60.0205
-1011.51,1143.69,59.9384
-1022.08,1142.33,59.8671
-1031.68,1141.78,59.8379
-1046.55,1144.48,59.9797
-1061.27,1147.25,60.1249
-1073.32,1146.97,60.1103
-1087,1147.84,60.1556
-1099.13,1147.35,60.1299
-1113,1147.87,60.1574
-1127.88,1150.13,60.2756
-1141.53,1150.72,60.3069
-1154.13,1149.46,60.2406
-1168.28,1152.23,60.3858
-1174.9,1145.5,60.0331
-1178.36,1133.33,59.3953
-1180.74,1122.18,58.8112
-1182.81,1111.28,58.2396
-1183.34,1099.02,57.5974
-1182.49,1085.22,56.8741
-1179.84,1070.35,56.0949
-1180.34,1057.88,55.4412
-1183.32,1048.55,54.952
-1184.83,1037.78,54.3878
-1185.04,1025.38,53.7381
-1184.76,1013.48,53.114
-1184.76,1001.15,52.4681
-1184.37,989.203,51.8419
-1185.61,978.338,51.2725
-1187.6,966.471,50.6506
-1190.03,957.127,50.1609
-1189.27,945.3,49.5411
-1188.67,933.172,48.9055
-1189.2,922.766,48.3601
-1188.41,910.713,47.7284
-1188.86,900.251,47.1801
-1189.14,889.927,46.6391
-1191.28,880.362,46.1378
-1191.49,869.968,45.5931
-1190.16,858.203,44.9765
-1188.57,846.712,44.3743
-1188.77,836.078,43.817
-1191.84,828.209,43.4046
-1193.3,819.085,42.9265
-1193.89,807.595,42.3242
-1195.42,798.159,41.8297
-1194.92,788.091,41.3021
-1192.96,776.507,40.695
-1194.05,767.479,40.2219
-1195,758.579,39.7554
-1194.49,748.173,39.2101
-1195.38,739.196,38.7396
-1196.34,730.005,38.2579
-1195.39,720.026,37.735
-1196.28,710.76,37.2494
-1196.84,701.968,36.7886
-1197.41,693.078,36.3227
-1198.1,683.861,35.8396
-1198.47,675.119,35.3815
-1197.29,664.966,34.8494
-1198.29,654.894,34.3215
-1200.28,647.051,33.9105
-1200.46,638.268,33.4502
-1200.69,629.275,32.9789
-1200.74,620.531,32.5206
-1200.85,611.578,32.0514
-1202.57,603.772,31.6423
-1202.62,594.734,31.1687
-1202.43,586.064,30.7143
-1202.12,577.531,30.2671
-1201.98,568.56,29.7969
-1203.42,560.801,29.3903
-1204.92,552.814,28.9717
-1202.62,543.413,28.479
-1202.08,534.87,28.0313
-1203.41,526.922,27.6148
-1204.59,519.209,27.2106
-1203.97,510.489,26.7536
-1205.05,502.794,26.3503
